Station,pa11_b,pa24,pa24c,pa8,pas10,pas3b,pas3c,pas5,pas8,gc2_3a,gc2_4a,gc2_4b,gc2_4c,gc2_7a,gc2_7b,gc2_7c,gc2_18a,gc2_18b,gc2_18c,gc2_18d,gc2_18e,gc2_18f,gc2_27a,gc2_27b,gc_28aA,gc_28aB,gc2_29,gc2_29A,prob27_28,prob28,prob28_29,prob29,prob30,prob31,prob31_32,prob32
710,0.000492494,-2.38E-05,0.000282712,0.00013135,0.000410465,0.000367846,0.000577202,0.000564488,0.000160022,0.000329285,3.72E-05,-7.76E-05,-0.000047005,0.000222895,0.000213945,0.00020718,0.000218895,0.00021687,0.00022232,0.00021018,0.000244365,0.000221945,0.000203,0.00020537,0.00022464,0.00022428,0.000177545,0.000218455,0.000739468,0.000941122,0.000875251,0.001171957,0.001274332,0.00129428,0.001445536,0.001419302
715,0.000380163,-6.10E-05,0.00024716,5.26E-05,0.00032305,0.000297828,0.000450332,0.000600424,8.86E-05,0.000258685,-0.00023275,-0.000480735,-0.000237205,0.000212495,0.000202545,0.00017818,0.000179195,0.00017687,0.00018502,0.00018098,0.000191265,0.000186945,0.0001767,0.00016897,0.00020574,0.00019878,0.000159745,0.000191155,0.000655716,0.000862069,0.000818819,0.001137699,0.001234341,0.001257731,0.001412348,0.001374111
720,0.000320267,4.15E-06,0.00019526,5.53E-05,0.000263554,0.000252274,0.000491458,0.000251628,7.69E-05,0.000183685,-0.00062885,-0.000907735,-0.000620105,0.000162995,0.000202745,0.00014328,0.000137995,0.00013677,0.00015092,0.00013108,0.000133365,0.000154645,0.0001496,0.00013517,0.00018124,0.00017008,0.000138545,0.000160355,0.000583633,0.000837719,0.000771862,0.001149272,0.001238405,0.001290938,0.001209145,0.001400508
725,0.000308514,5.03E-05,0.000204115,9.28E-05,0.000278274,0.000230351,0.000424355,0.00039739,7.70E-05,0.000138885,-0.00062515,-0.001027135,-0.000709405,0.000127695,0.000198645,0.00011558,0.000109495,0.00010837,0.00012702,0.00009798,0.000105565,0.000128845,0.0001311,0.00011937,0.00015904,0.00014618,0.000123845,0.000140155,-999,0.000751092,0.000684663,0.001126271,0.001231536,0.00128698,0.001240766,0.001374416
730,0.000229477,4.59E-05,0.000147832,8.01E-05,0.000187978,0.0001576,0.000373867,0.000223755,4.55E-05,0.000116785,-0.00058625,-0.001032235,-0.000605605,0.000098295,0.000159645,0.00011158,0.000100295,0.00009427,0.00011562,0.00008468,0.000099765,0.000106345,0.0001171,0.00010527,0.00013974,0.00012728,0.000111345,0.000123655,-999,-999,-999,-999,-999,-999,-999,-999
735,0.000183134,4.13E-05,0.000139227,9.85E-05,0.000144943,0.000134632,0.000324545,0.000208576,5.43E-05,0.000114385,-0.00039715,-0.000584635,-0.000373305,0.000088695,0.000123645,0.00011258,0.000101195,0.00009207,0.00010662,0.00008978,0.000108165,0.000100845,0.0001093,0.00010547,0.00012694,0.00011598,0.000108445,0.000112155,-999,-999,-999,-999,-999,-999,-999,-999
740,0.000178446,6.93E-05,0.000134095,0.00012371,0.000141538,0.000122453,0.000323905,0.000183626,8.18E-05,0.000127185,-0.00013515,-0.000237435,-0.000253605,0.000102195,0.000115045,0.00010718,0.000112495,0.00010647,0.00011352,0.00009858,0.000117465,0.000112645,0.0001104,0.00011317,0.00012294,0.00011698,0.000110845,0.000115855,-999,-999,-999,-999,-999,-999,-999,-999
745,0.000173438,8.94E-05,0.000127954,0.000144058,0.000144806,0.000123475,0.000309997,0.000193966,0.000105827,0.000137985,0.00017825,1.77E-05,4.40E-06,0.000124695,0.000112245,0.00011328,0.000122695,0.00011977,0.00012232,0.00011678,0.000128465,0.000117245,0.0001134,0.00011747,0.00012164,0.00011988,0.000112845,0.000120155,-999,-999,-999,-999,-999,-999,-999,-999
750,0.000200791,0.00013636,0.000140929,0.000186649,0.000175089,0.000138722,0.00030999,0.000245865,0.000144658,0.000135285,0.00014925,0.000166465,0.000155895,0.000121595,0.000112645,0.00011948,0.000121095,0.00011967,0.00011852,0.00011588,0.000124365,0.000116645,0.0001141,0.00011757,0.00011584,0.00011798,0.000111245,0.000117655,-999,-999,-999,-999,-999,-999,-999,-999
755,0.00017633,0.000126979,0.000142384,0.000156172,0.000162776,0.000169602,0.000305109,0.000209757,0.000184194,0.000119585,0.00008285,0.000115165,-0.000012805,0.000123195,0.000104745,0.00010408,0.000104695,0.00010867,0.00010612,0.00011258,0.000109465,0.000120345,0.000113,0.00010747,0.00011424,0.00011568,0.000109245,0.000114055,-999,-999,-999,-999,-999,-999,-999,-999
760,0.00021515,0.000156168,7.95E-05,0.000152366,0.000208174,9.07E-05,0.000160141,0.000743689,9.20E-05,0.000075685,-3.83E-05,-0.000623035,-0.000487805,0.000241895,0.000154745,0.00007878,0.000078795,0.00009387,0.00009682,0.00014918,0.000064665,0.000129845,0.0001218,0.00007377,0.00012004,0.00011078,0.000104345,0.000103855,-999,-999,-999,-999,-999,-999,-999,-999
765,0.000277739,0.000324781,0.000108777,0.000322736,0.000250808,0.000162582,0.000396417,0.000131204,0.000260366,0.000117985,-0.00006555,-0.000596335,-0.000357505,0.000200295,0.000172145,0.00011028,0.000102795,0.00011357,0.00012542,0.00014498,0.000096465,0.000139145,0.0001324,0.00009477,0.00011824,0.00011178,0.000104745,0.000103555,-999,-999,-999,-999,-999,-999,-999,-999
770,0.0002532,0.000259885,0.000142157,0.000279072,0.000234659,0.000167798,0.000325642,0.000309083,0.000270171,0.000145785,0.00010845,0.000070765,1.13E-05,0.000124895,0.000125645,0.00011808,0.000121595,0.00012697,0.00012562,0.00012268,0.000130865,0.000127845,0.0001271,0.00011547,0.00011354,0.00011018,0.000106945,0.000106655,-999,-999,-999,-999,-999,-999,-999,-999
775,0.000258991,0.000275753,0.000133125,0.000286297,0.000240291,0.000164073,0.000311895,0.000332996,0.000284989,0.000152685,0.00025355,0.000201865,-4.41E-06,0.000124795,0.000140145,0.00011668,0.000136595,0.00014037,0.00013302,0.00013318,0.000140965,0.000137645,0.000134,0.00012487,0.00011864,0.00011658,0.000112045,0.000119955,-999,-999,-999,-999,-999,-999,-999,-999
780,0.000259733,0.000280263,0.000119669,0.000280263,0.000234934,0.000161287,0.000300847,0.000334384,0.000299852,0.000149085,0.00026885,0.000110565,-5.05E-07,0.000148995,0.000143445,0.00011618,0.000130895,0.00013487,0.00013032,0.00012948,0.000137165,0.000137845,0.0001361,0.00012667,0.00011444,0.00011608,0.000110245,0.000118755,-999,-999,-999,-999,-999,-999,-999,-999
785,0.000263492,0.000278211,0.000103099,0.000279204,0.000239913,0.00016246,0.000293264,0.000358144,0.000317901,0.000136385,0.00002315,-9.70E-05,-0.000035605,0.000148095,0.000151945,0.00011068,0.000120695,0.00012727,0.00012342,0.00012608,0.000117065,0.000135145,0.0001332,0.00012227,0.00011704,0.00011118,0.000108145,0.000115455,-999,-999,-999,-999,-999,-999,-999,-999
790,0.000303647,0.000324078,0.00011092,0.000322528,0.000284176,0.000181317,0.000312681,0.000403643,0.000354166,0.000132185,-0.00005985,-0.000210235,-0.000150105,0.000123495,0.000150645,0.00010748,0.000117695,0.00012507,0.00012392,0.00012968,0.000111765,0.000139045,0.0001352,0.00011997,0.00011994,0.00010788,0.000106945,0.000115355,-999,-999,-999,-999,-999,-999,-999,-999
795,0.000313021,0.000330242,9.25E-05,0.000323199,0.000282856,0.000188369,0.000320755,0.00039382,0.000372343,0.000132485,0.00005595,-0.000152835,-0.000175405,0.000134795,0.000167945,0.00011028,0.000115795,0.00012237,0.00012792,0.00014138,0.000114265,0.000144045,0.0001418,0.00012097,0.00012284,0.00010998,0.000106845,0.000112355,-999,-999,-999,-999,-999,-999,-999,-999
800,0.000303363,0.000316479,7.01E-05,0.000304271,0.000264383,0.000171798,0.000301276,0.000413987,0.000371683,0.000128885,-0.00010205,-0.000276235,-0.000174605,0.000137495,0.000171545,0.00009588,0.000112995,0.00012327,0.00012722,0.00014568,0.000110065,0.000145245,0.0001432,0.00011767,0.00012604,0.00011068,0.000107545,0.000109055,-999,-999,-999,-999,-999,-999,-999,-999
805,0.000331835,0.000345965,8.28E-05,0.000350332,0.000289907,0.000204791,0.000339622,0.000405035,0.000416871,0.000128085,-0.00022215,-0.000329535,-0.000203605,0.000148695,0.000159745,0.00010288,0.000110495,0.00012297,0.00012772,0.00014548,0.000099765,0.000144645,0.000143,0.00011487,0.00012474,0.00011128,0.000106545,0.000103155,-999,-999,-999,-999,-999,-999,-999,-999
810,0.000326602,0.000329189,9.16E-05,0.000307998,0.000294494,0.000225713,0.000315712,0.000483824,0.000431332,0.000090185,-0.00017225,-0.000553735,-0.000370405,0.000148395,0.000161145,0.00008178,0.000086095,0.00010087,0.00011212,0.00014158,0.000073465,0.000136245,0.0001367,0.00009687,0.00012254,0.00010288,0.000099845,0.000091155,-999,-999,-999,-999,-999,-999,-999,-999
815,0.000394088,0.000424759,7.44E-05,0.000380165,0.000368522,0.000222401,0.000308394,0.000682593,0.000458372,0.000049585,-0.00045945,-0.000999635,-0.000852205,0.000184095,0.000180845,0.00004098,0.000052495,0.00007727,0.00009812,0.00015258,0.000035965,0.000139045,0.0001342,0.00007127,0.00012314,0.00008828,0.000089245,0.000076755,-999,-999,-999,-999,-999,-999,-999,-999
820,0.000347837,0.000405186,3.86E-05,0.000361668,0.000300398,0.000198771,0.000344961,0.000441378,0.000457908,0.000056585,-0.00074845,-0.000977335,-0.000818605,0.000139295,0.000162345,0.00002518,0.000029595,0.00006267,0.00009222,0.00015588,0.000015665,0.000130045,0.0001314,0.00006377,0.00012094,0.00007868,0.000079645,0.000060055,-999,-999,-999,-999,-999,-999,-999,-999
825,0.000321768,0.000394528,1.67E-05,0.000357207,0.000267259,0.000173154,0.000330531,0.000363111,0.000452256,0.000061785,-0.00045655,-0.000830535,-0.000315405,0.000159795,0.000224345,0.00005438,0.000048895,0.00007677,0.00011082,0.00017468,0.000031865,0.000137945,0.0001407,0.00008147,0.00013224,0.00009048,0.000088945,0.000080855,-999,-999,-999,-999,-999,-999,-999,-999
830,0.000357889,0.000437502,3.28E-05,0.000422649,0.000302138,0.000172145,0.000314706,0.000488986,0.000456137,0.000057385,-0.00033655,-0.000855235,-0.000288705,0.000141095,0.000220845,0.00005098,0.000040395,0.00006357,0.00010272,0.00015398,0.000031865,0.000139945,0.0001396,0.00007687,0.00012944,0.00008118,0.000090045,0.000076955,-999,-999,-999,-999,-999,-999,-999,-999
835,0.000371378,0.00047205,5.76E-05,0.000477529,0.000306221,0.000188928,0.000345315,0.00044811,0.000488877,0.000056685,-0.00040925,-0.000727935,-0.000646505,0.000084495,0.000169245,0.00003468,0.000029395,0.00005547,0.00009082,0.00014518,0.000030065,0.000128245,0.0001398,0.00007327,0.00011404,0.00006858,0.000081045,0.000052055,-999,-999,-999,-999,-999,-999,-999,-999
840,0.000356146,0.000455384,5.77E-05,0.000473892,0.000290717,0.000176526,0.000326976,0.000447737,0.000498908,0.000068785,-0.00027565,-0.000547135,-0.000647805,0.000063395,0.000154945,0.00005038,0.000037395,0.00006387,0.00009712,0.00014718,0.000045565,0.000128045,0.0001405,0.00008827,0.00011734,0.00007448,0.000080245,0.000057655,-999,-999,-999,-999,-999,-999,-999,-999
845,0.000362377,0.000473672,6.89E-05,0.000493315,0.000292887,0.00019064,0.000334201,0.000468814,0.000515931,0.000067885,-0.00024375,-0.000538935,-0.000410705,0.000064495,0.000153145,0.00006678,0.000043395,0.00006207,0.00010332,0.00014748,0.000041965,0.000125045,0.0001394,0.00010387,0.00012304,0.00007638,0.000080445,0.000060055,-999,-999,-999,-999,-999,-999,-999,-999
850,0.000387654,0.000501019,8.48E-05,0.000527538,0.000327967,0.000206195,0.000344166,0.000551682,0.000543703,0.000043185,-0.00022665,-0.000420635,-0.000300805,0.000066895,0.000154145,0.00006488,0.000038995,0.00005287,0.00009992,0.00013858,0.000040065,0.000127345,0.0001462,0.00010427,0.00011614,0.00007008,0.000080745,0.000060155,-999,-999,-999,-999,-999,-999,-999,-999
